1,1.8,10.0,11.6,0,0,0.03144839
2,1.8,10.0,11.7,0,0,0.03032471
3,1.8,10.0,11.8,0,0,0.02880897
4,1.8,10.0,11.9,0,0,0.02689679
5,1.8,10.0,12.0,0,0,0.02462674
6,1.8,10.1,11.6,0,0,0.03668984
7,1.8,10.1,11.7,0,0,0.03557425
8,1.8,10.1,11.8,0,0,0.03396255
9,1.8,10.1,11.9,0,0,0.03187375
10,1.8,10.1,12.0,0,0,0.02936434
11,1.8,10.2,11.6,0,0,0.04235066
12,1.8,10.2,11.7,0,0,0.04118139
13,1.8,10.2,11.8,0,0,0.03942786
14,1.8,10.2,11.9,0,0,0.03712877
15,1.8,10.2,12.0,0,0,0.03435571
16,1.8,10.3,11.6,0,0,0.04827286
17,1.8,10.3,11.7,0,0,0.04699554
18,1.8,10.3,11.8,0,0,0.04506042
19,1.8,10.3,11.9,0,0,0.04252245
20,1.8,10.3,12.0,0,0,0.03946591
21,1.8,10.4,11.6,0,0,0.05428263
22,1.8,10.4,11.7,0,0,0.05285114
23,1.8,10.4,11.8,0,0,0.05070123
24,1.8,10.4,11.9,0,0,0.04790128
25,1.8,10.4,12.0,0,0,0.04454631
26,1.9,10.0,11.6,0,0,0.03557425
27,1.9,10.0,11.7,0,0,0.03396255
28,1.9,10.0,11.8,0,0,0.03187375
29,1.9,10.0,11.9,0,0,0.02936434
30,1.9,10.0,12.0,0,0,0.02651796
31,1.9,10.1,11.6,0,0,0.04118139
32,1.9,10.1,11.7,0,0,0.03942786
33,1.9,10.1,11.8,0,0,0.03712877
34,1.9,10.1,11.9,0,0,0.03435571
35,1.9,10.1,12.0,0,0,0.03120414
36,1.9,10.2,11.6,0,0,0.04699554
37,1.9,10.2,11.7,0,0,0.04506042
38,1.9,10.2,11.8,0,0,0.04252245
39,1.9,10.2,11.9,0,0,0.03946591
40,1.9,10.2,12.0,0,0,0.03599642
41,1.9,10.3,11.6,0,0,0.05285114
42,1.9,10.3,11.7,0,0,0.05070123
43,1.9,10.3,11.8,0,0,0.04790128
44,1.9,10.3,11.9,0,0,0.04454631
45,1.9,10.3,12.0,0,0,0.04075075
46,1.9,10.4,11.6,0,0,0.05857466
47,1.9,10.4,11.7,0,0,0.05618337
48,1.9,10.4,11.8,0,0,0.05310401
49,1.9,10.4,11.9,0,0,0.04944076
50,1.9,10.4,12.0,0,0,0.04531582
51,1.8,10.0,11.6,0,0.1,0.03129298
52,1.8,10.0,11.7,0,0.1,0.03015872
53,1.8,10.0,11.8,0,0.1,0.02863265
54,1.8,10.0,11.9,0,0.1,0.0267108
55,1.8,10.0,12.0,0,0.1,0.02443211
56,1.8,10.1,11.6,0,0.1,0.03652347
57,1.8,10.1,11.7,0,0.1,0.0353973
58,1.8,10.1,11.8,0,0.1,0.03377562
59,1.8,10.1,11.9,0,0.1,0.0316778
60,1.8,10.1,12.0,0,0.1,0.02916058
61,1.8,10.2,11.6,0,0.1,0.04217354
62,1.8,10.2,11.7,0,0.1,0.04099411
63,1.8,10.2,11.8,0,0.1,0.03923132
64,1.8,10.2,11.9,0,0.1,0.03692415
65,1.8,10.2,12.0,0,0.1,0.03414438
66,1.8,10.3,11.6,0,0.1,0.04808556
67,1.8,10.3,11.7,0,0.1,0.04679884
68,1.8,10.3,11.8,0,0.1,0.04485546
69,1.8,10.3,11.9,0,0.1,0.04231058
70,1.8,10.3,12.0,0,0.1,0.03924864
71,1.8,10.4,11.6,0,0.1,0.05408601
72,1.8,10.4,11.7,0,0.1,0.05264615
73,1.8,10.4,11.8,0,0.1,0.0504892
74,1.8,10.4,11.9,0,0.1,0.0476837
75,1.8,10.4,12.0,0,0.1,0.04432478
76,1.9,10.0,11.6,0,0.1,0.0353973
77,1.9,10.0,11.7,0,0.1,0.03377562
78,1.9,10.0,11.8,0,0.1,0.0316778
79,1.9,10.0,11.9,0,0.1,0.02916058
80,1.9,10.0,12.0,0,0.1,0.02630784
81,1.9,10.1,11.6,0,0.1,0.04099411
82,1.9,10.1,11.7,0,0.1,0.03923132
83,1.9,10.1,11.8,0,0.1,0.03692415
84,1.9,10.1,11.9,0,0.1,0.03414438
85,1.9,10.1,12.0,0,0.1,0.03098765
86,1.9,10.2,11.6,0,0.1,0.04679884
87,1.9,10.2,11.7,0,0.1,0.04485546
88,1.9,10.2,11.8,0,0.1,0.04231058
89,1.9,10.2,11.9,0,0.1,0.03924864
90,1.9,10.2,12.0,0,0.1,0.03577539
91,1.9,10.3,11.6,0,0.1,0.05264615
92,1.9,10.3,11.7,0,0.1,0.0504892
93,1.9,10.3,11.8,0,0.1,0.0476837
94,1.9,10.3,11.9,0,0.1,0.04432478
95,1.9,10.3,12.0,0,0.1,0.04052698
96,1.9,10.4,11.6,0,0.1,0.05836269
97,1.9,10.4,11.7,0,0.1,0.05596575
98,1.9,10.4,11.8,0,0.1,0.05288233
99,1.9,10.4,11.9,0,0.1,0.0492167
100,1.9,10.4,12.0,0,0.1,0.04509112
101,1.8,10.0,11.6,0,0.2,0.03082834
102,1.8,10.0,11.7,0,0.2,0.02966247
103,1.8,10.0,11.8,0,0.2,0.02810555
104,1.8,10.0,11.9,0,0.2,0.02615487
105,1.8,10.0,12.0,0,0.2,0.02385045
106,1.8,10.1,11.6,0,0.2,0.03602605
107,1.8,10.1,11.7,0,0.2,0.03486824
108,1.8,10.1,11.8,0,0.2,0.03321678
109,1.8,10.1,11.9,0,0.2,0.03109199
110,1.8,10.1,12.0,0,0.2,0.02855148
111,1.8,10.2,11.6,0,0.2,0.04164396
112,1.8,10.2,11.7,0,0.2,0.04043417
113,1.8,10.2,11.8,0,0.2,0.03864373
114,1.8,10.2,11.9,0,0.2,0.03631238
115,1.8,10.2,12.0,0,0.2,0.03351258
116,1.8,10.3,11.6,0,0.2,0.04752554
117,1.8,10.3,11.7,0,0.2,0.04621074
118,1.8,10.3,11.8,0,0.2,0.04424268
119,1.8,10.3,11.9,0,0.2,0.04167714
120,1.8,10.3,12.0,0,0.2,0.03859906
121,1.8,10.4,11.6,0,0.2,0.05349811
122,1.8,10.4,11.7,0,0.2,0.05203325
123,1.8,10.4,11.8,0,0.2,0.04985526
124,1.8,10.4,11.9,0,0.2,0.04703317
125,1.8,10.4,12.0,0,0.2,0.04366246
126,1.9,10.0,11.6,0,0.2,0.03486824
127,1.9,10.0,11.7,0,0.2,0.03321678
128,1.9,10.0,11.8,0,0.2,0.03109199
129,1.9,10.0,11.9,0,0.2,0.02855148
130,1.9,10.0,12.0,0,0.2,0.02567983
131,1.9,10.1,11.6,0,0.2,0.04043417
132,1.9,10.1,11.7,0,0.2,0.03864373
133,1.9,10.1,11.8,0,0.2,0.03631238
134,1.9,10.1,11.9,0,0.2,0.03351258
135,1.9,10.1,12.0,0,0.2,0.03034051
136,1.9,10.2,11.6,0,0.2,0.04621074
137,1.9,10.2,11.7,0,0.2,0.04424268
138,1.9,10.2,11.8,0,0.2,0.04167714
139,1.9,10.2,11.9,0,0.2,0.03859906
140,1.9,10.2,12.0,0,0.2,0.0351146
141,1.9,10.3,11.6,0,0.2,0.05203325
142,1.9,10.3,11.7,0,0.2,0.04985526
143,1.9,10.3,11.8,0,0.2,0.04703317
144,1.9,10.3,11.9,0,0.2,0.04366246
145,1.9,10.3,12.0,0,0.2,0.03985798
146,1.9,10.4,11.6,0,0.2,0.05772889
147,1.9,10.4,11.7,0,0.2,0.05531507
148,1.9,10.4,11.8,0,0.2,0.05221952
149,1.9,10.4,11.9,0,0.2,0.0485468
150,1.9,10.4,12.0,0,0.2,0.04441932
151,1.8,10.0,11.6,0,0.3,0.03005928
152,1.8,10.0,11.7,0,0.3,0.02884115
153,1.8,10.0,11.8,0,0.3,0.02723329
154,1.8,10.0,11.9,0,0.3,0.02523509
155,1.8,10.0,12.0,0,0.3,0.02288839
156,1.8,10.1,11.6,0,0.3,0.03520264
157,1.8,10.1,11.7,0,0.3,0.03399252
158,1.8,10.1,11.8,0,0.3,0.03229181
159,1.8,10.1,11.9,0,0.3,0.03012251
160,1.8,10.1,12.0,0,0.3,0.02754362
161,1.8,10.2,11.6,0,0.3,0.04076728
162,1.8,10.2,11.7,0,0.3,0.03950725
163,1.8,10.2,11.8,0,0.3,0.03767106
164,1.8,10.2,11.9,0,0.3,0.03529978
165,1.8,10.2,12.0,0,0.3,0.03246693
166,1.8,10.3,11.6,0,0.3,0.04659843
167,1.8,10.3,11.7,0,0.3,0.04523715
168,1.8,10.3,11.8,0,0.3,0.04322826
169,1.8,10.3,11.9,0,0.3,0.04062856
170,1.8,10.3,12.0,0,0.3,0.03752383
171,1.8,10.4,11.6,0,0.3,0.05252482
172,1.8,10.4,11.7,0,0.3,0.05101859
173,1.8,10.4,11.8,0,0.3,0.04880579
174,1.8,10.4,11.9,0,0.3,0.04595624
175,1.8,10.4,12.0,0,0.3,0.04256607
176,1.9,10.0,11.6,0,0.3,0.03399252
177,1.9,10.0,11.7,0,0.3,0.03229181
178,1.9,10.0,11.8,0,0.3,0.03012251
179,1.9,10.0,11.9,0,0.3,0.02754362
180,1.9,10.0,12.0,0,0.3,0.02464096
181,1.9,10.1,11.6,0,0.3,0.03950725
182,1.9,10.1,11.7,0,0.3,0.03767106
183,1.9,10.1,11.8,0,0.3,0.03529978
184,1.9,10.1,11.9,0,0.3,0.03246693
185,1.9,10.1,12.0,0,0.3,0.02926962
186,1.9,10.2,11.6,0,0.3,0.04523715
187,1.9,10.2,11.7,0,0.3,0.04322826
188,1.9,10.2,11.8,0,0.3,0.04062856
189,1.9,10.2,11.9,0,0.3,0.03752383
190,1.9,10.2,12.0,0,0.3,0.0340209
191,1.9,10.3,11.6,0,0.3,0.05101859
192,1.9,10.3,11.7,0,0.3,0.04880579
193,1.9,10.3,11.8,0,0.3,0.04595624
194,1.9,10.3,11.9,0,0.3,0.04256607
195,1.9,10.3,12.0,0,0.3,0.03875057
196,1.9,10.4,11.6,0,0.3,0.05667961
197,1.9,10.4,11.7,0,0.3,0.05423786
198,1.9,10.4,11.8,0,0.3,0.05112225
199,1.9,10.4,11.9,0,0.3,0.04743779
200,1.9,10.4,12.0,0,0.3,0.0433072
201,1.8,10.0,11.6,0,0.4,0.02899374
202,1.8,10.0,11.7,0,0.4,0.02770339
203,1.8,10.0,11.8,0,0.4,0.02602523
204,1.8,10.0,11.9,0,0.4,0.02396166
205,1.8,10.0,12.0,0,0.4,0.02155715
206,1.8,10.1,11.6,0,0.4,0.03406164
207,1.8,10.1,11.7,0,0.4,0.03277913
208,1.8,10.1,11.8,0,0.4,0.03101035
209,1.8,10.1,11.9,0,0.4,0.02877963
210,1.8,10.1,12.0,0,0.4,0.02614799
211,1.8,10.2,11.6,0,0.4,0.03955236
212,1.8,10.2,11.7,0,0.4,0.03822276
213,1.8,10.2,11.8,0,0.4,0.03632327
214,1.8,10.2,11.9,0,0.4,0.0338968
215,1.8,10.2,12.0,0,0.4,0.0310184
216,1.8,10.3,11.6,0,0.4,0.04531355
217,1.8,10.3,11.7,0,0.4,0.0438879
218,1.8,10.3,11.8,0,0.4,0.04182247
219,1.8,10.3,11.9,0,0.4,0.03917553
220,1.8,10.3,12.0,0,0.4,0.03603401
221,1.8,10.4,11.6,0,0.4,0.05117591
222,1.8,10.4,11.7,0,0.4,0.04961236
223,1.8,10.4,11.8,0,0.4,0.04735135
224,1.8,10.4,11.9,0,0.4,0.0444638
225,1.8,10.4,12.0,0,0.4,0.04104673
